LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,MasVnrType,ExterQual,BsmtQual,KitchenQual,GarageFinish,SalePrice
9416,7,2007,2007,205.0,1126,1726,1726,0,1726,2,8,1,2007.0,3,786,171,138,311872,Stone,Ex,Ex,Ex,Fin,311872
25419,8,1918,1990,0.0,1036,1360,1360,1360,3112,2,8,1,1918.0,2,795,0,16,235000,None,Gd,TA,Gd,Unf,235000
5520,6,1912,1950,0.0,0,755,929,929,2229,1,8,0,,0,0,0,198,104000,None,TA,TA,TA,,104000
9591,8,2004,2005,262.0,1088,1713,1713,0,1713,2,7,1,2004.0,3,856,0,26,274900,BrkFace,Gd,Ex,Ex,Fin,274900
8546,4,2003,2004,0.0,0,1121,1121,0,1121,2,5,0,2003.0,2,440,132,64,140000,None,TA,Gd,TA,RFn,140000
10125,6,1977,1977,0.0,641,1196,1279,0,1279,2,6,2,1980.0,2,473,238,83,171500,None,TA,TA,TA,Unf,171500
7000,6,1924,1950,0.0,617,617,865,445,1310,2,6,0,1924.0,1,398,0,0,112000,None,TA,Fa,TA,Unf,112000
4438,6,2004,2004,205.0,662,848,848,0,848,1,3,1,2004.0,2,420,149,0,149000,BrkFace,Gd,Gd,Gd,RFn,149000
3500,5,1947,1950,0.0,312,720,720,564,1284,1,5,0,1948.0,1,240,0,35,110000,None,TA,TA,TA,Unf,110000
11851,7,1990,1990,0.0,0,1424,1442,0,1442,2,5,0,1990.0,2,500,0,34,180500,None,TA,Gd,TA,RFn,180500
13673,5,1962,1962,0.0,0,1140,1696,0,1696,1,8,1,1962.0,1,349,0,30,143900,None,TA,TA,TA,RFn,143900
12493,4,1960,1960,0.0,419,1100,1100,0,1100,1,6,1,1960.0,1,312,355,0,141000,None,TA,TA,TA,RFn,141000
14364,7,1988,1989,128.0,1065,1157,1180,882,2062,2,7,1,1988.0,2,454,60,55,277000,BrkFace,Gd,Gd,TA,Fin,277000
8250,6,1964,1964,260.0,787,1092,1092,0,1092,1,6,0,1964.0,2,504,0,0,145000,Stone,TA,Gd,TA,RFn,145000
5604,5,1925,1950,0.0,468,864,864,0,864,1,5,0,,0,0,0,0,98000,None,TA,TA,TA,,98000
10420,6,2009,2009,0.0,36,1212,1212,0,1212,2,6,0,2009.0,2,460,100,22,186000,None,TA,Gd,Gd,RFn,186000
8640,7,2009,2009,0.0,822,900,932,920,1852,2,7,1,2009.0,2,644,168,108,252678,None,TA,Gd,Gd,RFn,252678
13568,5,1995,1995,0.0,716,990,990,0,990,1,5,0,1996.0,2,576,224,0,156000,None,TA,Gd,TA,Unf,156000
10900,6,1977,1977,153.0,378,689,689,703,1392,1,6,0,1977.0,1,299,0,36,161750,BrkFace,TA,Gd,TA,Fin,161750
10011,5,1957,1996,64.0,360,1070,1236,0,1236,1,6,1,1957.0,1,447,0,0,134450,BrkFace,TA,TA,Gd,Unf,134450
8450,7,2004,2004,266.0,946,1436,1436,0,1436,2,8,0,2004.0,2,484,139,98,210000,BrkFace,Gd,Gd,Gd,Unf,210000
9906,4,1925,1950,0.0,0,686,810,518,1328,1,8,0,1940.0,1,210,0,172,107000,None,TA,TA,TA,Unf,107000
15660,7,1939,2006,312.0,341,798,1137,817,1954,1,8,2,1939.0,2,431,0,119,311500,BrkFace,Gd,TA,Gd,Unf,311500
3010,7,2005,2006,16.0,16,1248,1248,0,1248,2,5,0,2005.0,2,438,108,0,167240,BrkFace,Gd,Gd,Gd,Fin,167240
8990,7,2006,2006,0.0,0,1498,1498,0,1498,2,5,0,2006.0,2,675,351,33,204900,None,Gd,Gd,Gd,RFn,204900
8068,6,2002,2002,0.0,0,1010,1010,1257,2267,2,8,1,2002.0,2,390,120,46,200000,None,Gd,Gd,Gd,RFn,200000
11475,6,1975,1975,0.0,550,713,811,741,1552,2,6,1,1975.0,2,434,209,208,179900,None,TA,Gd,TA,RFn,179900
10500,4,1971,1971,0.0,524,864,864,0,864,1,4,0,1989.0,2,576,216,0,97000,None,TA,TA,TA,Unf,97000
13472,10,2003,2003,922.0,56,2392,2392,0,2392,2,8,1,2003.0,3,968,248,105,386250,BrkFace,Ex,Ex,Ex,Fin,386250
1680,5,1971,1971,142.0,0,630,630,672,1302,2,6,0,1991.0,1,280,0,0,112000,BrkFace,TA,TA,TA,Unf,112000
9950,7,1995,1995,290.0,565,1203,1214,1306,2520,2,9,1,1995.0,3,721,224,114,290000,BrkFace,Gd,Gd,Gd,RFn,290000
1869,6,1970,1970,127.0,321,483,483,504,987,1,5,0,1987.0,1,280,0,0,106000,BrkFace,TA,TA,TA,Unf,106000
8521,5,1967,1967,0.0,842,912,912,0,912,1,5,1,1974.0,1,336,0,0,125000,None,TA,TA,TA,Unf,125000
3182,7,2005,2006,16.0,16,1373,1555,0,1555,2,7,1,2005.0,2,430,143,20,192500,BrkFace,Gd,Gd,Gd,Fin,192500
8760,6,1959,1959,220.0,0,1194,1194,0,1194,1,6,0,1959.0,1,312,0,0,148000,BrkFace,TA,TA,TA,RFn,148000
15138,8,1995,1996,506.0,689,1462,1490,1304,2794,2,9,1,1995.0,3,810,0,146,403000,BrkFace,Gd,Gd,Ex,Fin,403000
1680,6,1972,1972,297.0,0,483,483,504,987,1,5,1,1972.0,1,288,0,0,94500,BrkFace,TA,TA,TA,Unf,94500
10650,5,1976,1976,0.0,182,894,894,0,894,1,5,0,1976.0,1,308,365,0,128200,None,TA,TA,TA,Unf,128200
7851,6,2002,2002,0.0,625,860,860,1100,1960,2,8,2,2002.0,2,440,288,48,216500,None,Gd,Gd,Gd,Fin,216500
1680,6,1971,1971,604.0,358,483,483,504,987,1,5,0,1971.0,1,264,0,0,89500,BrkFace,TA,TA,TA,Unf,89500
8773,7,2004,2004,98.0,24,1414,1414,0,1414,2,6,0,2004.0,2,494,132,105,185500,BrkFace,Gd,Gd,Gd,RFn,185500
9453,7,1993,2003,0.0,402,996,1014,730,1744,2,7,0,1993.0,2,457,370,70,194500,None,Gd,Gd,Gd,RFn,194500
12030,8,2007,2007,254.0,0,1694,1694,0,1694,2,7,0,2007.0,3,818,168,228,318000,BrkFace,Ex,Ex,Gd,Fin,318000
8741,6,1945,1950,0.0,94,735,798,689,1487,1,7,1,1949.0,1,220,0,140,113000,None,TA,TA,TA,Unf,113000
9000,8,2008,2008,36.0,1078,1566,1566,0,1566,2,7,0,2008.0,2,750,144,168,262500,Stone,Gd,Gd,Gd,RFn,262500
3880,5,1945,1997,0.0,329,686,866,0,866,1,4,0,,0,0,58,42,110500,None,TA,TA,Gd,,110500
5000,5,1900,1950,0.0,0,540,889,551,1440,1,6,0,1940.0,1,352,0,0,79000,None,TA,TA,TA,Unf,79000
10762,6,1980,1980,0.0,0,626,626,591,1217,1,6,1,1980.0,1,288,0,28,120000,None,TA,Gd,TA,RFn,120000
8880,7,1994,2002,0.0,695,948,1222,888,2110,2,8,2,1994.0,2,463,0,130,205000,None,Gd,Gd,Gd,RFn,205000
10400,7,1988,1988,102.0,929,1845,1872,0,1872,2,6,1,1988.0,2,604,197,39,241500,BrkFace,TA,Gd,TA,Fin,241500
9142,6,1910,1950,0.0,0,1020,908,1020,1928,2,9,0,1910.0,1,440,0,60,137000,None,TA,Fa,Fa,Unf,137000
11310,6,1954,1954,0.0,0,1367,1375,0,1375,1,5,1,1954.0,2,451,0,30,140000,None,TA,TA,TA,Unf,140000
11317,7,2003,2003,101.0,0,840,840,828,1668,2,8,0,2003.0,2,500,144,68,180000,BrkFace,Gd,Gd,Gd,RFn,180000
159000,6,1958,2006,472.0,697,1444,1444,700,2144,2,7,2,1958.0,2,389,0,98,277000,BrkCmn,Gd,Gd,Gd,Fin,277000
5350,3,1940,1966,0.0,0,728,1306,0,1306,1,6,0,,0,0,263,0,76500,None,TA,TA,Fa,,76500
4750,8,2006,2007,481.0,1573,1573,1625,0,1625,2,5,1,2006.0,2,538,123,0,235000,Stone,Gd,Gd,Gd,Fin,235000
8366,6,2004,2004,0.0,0,798,798,842,1640,2,6,0,2004.0,2,520,138,45,173000,None,Gd,Gd,Gd,RFn,173000
9350,6,1964,1991,108.0,270,1302,1302,0,1302,2,7,0,1964.0,1,309,333,0,158000,BrkFace,TA,Gd,Gd,RFn,158000
8400,5,1957,1957,0.0,922,1314,1314,0,1314,1,5,0,1957.0,1,294,250,0,145000,None,TA,TA,TA,RFn,145000
8738,7,1999,1999,302.0,0,975,1005,1286,2291,2,8,1,1999.0,2,429,192,0,230000,BrkFace,Gd,Gd,Gd,Fin,230000
8791,6,2003,2003,0.0,503,864,864,864,1728,2,7,0,2003.0,2,673,216,56,207500,None,Gd,Gd,Gd,RFn,207500
8814,7,2006,2006,180.0,1334,1604,1604,0,1604,2,8,1,2006.0,2,660,123,110,220000,Stone,Gd,Gd,Gd,RFn,220000
12435,7,2001,2001,172.0,361,963,963,829,1792,2,7,1,2001.0,2,564,0,96,231500,BrkFace,Gd,Gd,Gd,RFn,231500
12702,5,1956,1956,0.0,0,0,882,0,882,1,4,0,1956.0,1,308,0,45,97000,None,TA,,TA,Unf,97000
19296,6,1962,1962,399.0,672,1362,1382,0,1382,1,6,1,1991.0,2,884,0,0,176000,BrkFace,TA,TA,TA,Unf,176000
9588,8,2007,2007,270.0,0,1482,1482,1092,2574,2,10,1,2007.0,3,868,0,148,276000,Stone,Gd,Ex,Ex,Fin,276000
8471,6,1977,1995,46.0,506,506,1212,0,1212,1,6,1,1978.0,2,492,292,12,151000,BrkFace,TA,Gd,TA,Unf,151000
5500,5,1929,2001,0.0,234,926,926,0,1316,1,6,0,1974.0,2,484,0,0,130000,None,TA,TA,TA,Unf,130000
5232,5,1925,2004,0.0,0,680,764,0,764,1,4,0,1965.0,2,504,0,0,73000,None,TA,Fa,TA,Unf,73000
12090,6,1981,1981,210.0,588,1422,1422,0,1422,2,7,1,1981.0,2,576,276,0,175500,BrkFace,TA,Gd,Gd,Fin,175500
11207,6,1997,1997,0.0,714,802,802,709,1511,2,8,1,1997.0,2,413,95,75,185000,None,TA,Gd,TA,Fin,185000
8400,5,1939,1997,0.0,378,720,1052,720,2192,2,8,1,1939.0,1,240,262,24,179500,None,TA,TA,Gd,Unf,179500
6900,5,1940,1955,0.0,403,740,778,0,778,1,4,1,1966.0,1,924,0,25,120500,None,TA,TA,TA,Fin,120500
7917,6,1976,1976,174.0,751,1143,1113,0,1113,1,6,1,1987.0,1,504,370,30,148000,BrkFace,TA,TA,TA,RFn,148000
10728,8,2006,2006,0.0,0,1095,1095,844,1939,2,8,1,2006.0,3,1053,192,51,266000,None,Gd,Gd,Gd,RFn,266000
39104,7,1954,2005,0.0,226,1385,1363,0,1363,1,5,2,1954.0,2,439,81,0,241500,None,TA,Gd,TA,Unf,241500
11764,8,1999,2007,348.0,524,1152,1164,1106,2270,2,9,1,1999.0,3,671,132,57,290000,BrkFace,Gd,Gd,Gd,Fin,290000
9600,6,1958,1988,183.0,620,1240,1632,0,1632,2,6,1,1958.0,1,338,289,0,139000,BrkCmn,TA,TA,TA,RFn,139000
8314,5,1982,1982,0.0,546,816,816,0,816,1,5,0,1982.0,1,264,168,0,124500,None,TA,TA,TA,Unf,124500
7264,7,1925,2007,0.0,0,952,952,596,1548,2,5,0,1978.0,2,672,74,0,205000,None,Gd,TA,Ex,Unf,205000
9196,7,2003,2003,0.0,0,1560,1560,0,1560,2,7,0,2003.0,2,573,100,150,201000,None,Gd,Ex,Gd,Fin,201000
19138,4,1951,1951,0.0,120,864,864,0,864,1,4,0,1951.0,2,400,0,0,141000,None,TA,TA,TA,Unf,141000
14450,9,2006,2007,315.0,0,2121,2121,0,2121,2,8,1,2007.0,3,732,124,98,415298,BrkFace,Ex,Ex,Ex,Fin,415298
10005,7,1977,1977,299.0,392,1160,1156,866,2022,2,8,1,1977.0,2,505,288,117,192000,BrkFace,TA,Gd,TA,Fin,192000
11287,7,1989,1989,340.0,421,807,1175,807,1982,2,7,1,1989.0,2,575,0,84,228500,BrkFace,Gd,Gd,Gd,Fin,228500
7200,6,2006,2006,68.0,905,1262,1262,0,1262,2,5,0,2006.0,2,572,0,120,185000,Stone,Gd,Gd,Gd,Fin,185000
5063,7,2007,2008,166.0,904,1314,1314,0,1314,2,6,1,2008.0,2,626,172,62,207500,Stone,Gd,Gd,Gd,RFn,207500
9612,8,2008,2009,72.0,0,1468,1468,0,1468,2,6,1,2008.0,3,898,210,150,244600,Stone,Gd,Gd,Gd,Fin,244600
8012,6,1992,1992,0.0,430,1575,1575,0,1575,2,5,0,1992.0,2,529,0,0,179200,None,Gd,Gd,Gd,RFn,179200
4251,7,2006,2007,0.0,0,625,625,625,1250,2,5,0,2006.0,2,528,0,54,164700,None,Gd,Gd,Gd,RFn,164700
9786,6,1962,1981,0.0,600,912,1085,649,1734,1,7,1,1962.0,2,440,0,0,159000,None,TA,TA,Gd,RFn,159000
8125,4,1971,1971,0.0,614,858,858,0,858,1,5,0,,0,0,0,0,88000,None,TA,TA,TA,,88000
9819,5,1967,1967,31.0,450,882,900,0,900,1,5,0,1970.0,1,280,0,0,122000,BrkFace,TA,TA,TA,Unf,122000
8730,6,1915,2003,0.0,0,698,698,698,1396,1,7,0,2003.0,1,384,0,0,153575,None,TA,TA,TA,Unf,153575
15611,8,2006,2006,0.0,0,1079,1079,840,1919,2,8,1,2006.0,2,685,0,51,233230,None,Gd,Gd,Gd,RFn,233230
5687,5,1912,2000,0.0,210,780,936,780,1716,2,9,0,,0,0,0,184,135900,None,TA,TA,Fa,,135900
11409,5,1949,2008,0.0,292,768,1148,568,1716,1,8,1,1949.0,1,281,0,0,131000,None,TA,TA,TA,Unf,131000
16659,7,1977,1994,34.0,795,795,1468,795,2263,2,9,1,1977.0,2,539,0,250,235000,BrkFace,TA,TA,Gd,Fin,235000
9600,6,1953,1953,238.0,1285,1416,1644,0,1644,1,7,2,1953.0,2,418,110,0,167000,Stone,TA,TA,TA,Fin,167000
7937,6,1984,1984,0.0,819,1003,1003,0,1003,1,6,0,1984.0,2,588,120,0,142500,None,TA,TA,TA,Unf,142500
13710,5,1950,1950,0.0,420,910,910,648,1558,1,6,0,1950.0,1,282,289,0,152000,None,TA,TA,TA,Unf,152000
7399,7,1997,1998,1600.0,649,975,975,975,1950,2,7,1,1997.0,2,576,0,10,239000,BrkFace,Gd,Gd,Gd,RFn,239000
11700,6,1968,1968,365.0,384,702,1041,702,1743,1,7,1,1968.0,2,539,224,0,175000,BrkFace,Gd,TA,TA,Unf,175000
14000,6,1950,2004,0.0,0,1092,1152,0,1152,1,6,1,1950.0,1,300,0,36,158500,None,TA,TA,Gd,Unf,158500
15750,5,1953,1953,56.0,841,1165,1336,0,1336,1,5,2,1953.0,1,375,0,0,157000,BrkFace,TA,TA,TA,Unf,157000
16226,8,1998,1999,0.0,281,1028,1210,1242,2452,2,9,1,1998.0,2,683,208,50,267000,None,Gd,Gd,Gd,Fin,267000
13704,7,2001,2002,150.0,0,1541,1541,0,1541,2,6,1,2001.0,3,843,468,81,205000,BrkFace,Gd,Gd,Gd,RFn,205000
9800,5,1972,1972,0.0,894,894,894,0,894,1,5,0,1975.0,2,552,256,0,149900,None,TA,TA,TA,Unf,149900
18386,7,1880,2002,0.0,0,1470,1675,1818,3493,3,10,1,2003.0,3,870,302,0,295000,None,TA,TA,Gd,Unf,295000
10386,8,2004,2005,246.0,1464,2000,2000,0,2000,2,8,0,2004.0,3,888,168,0,305900,Stone,Gd,Gd,Gd,Fin,305900
13474,7,1990,1991,246.0,700,700,1122,1121,2243,2,8,1,1990.0,3,746,127,44,225000,BrkFace,Gd,Gd,Gd,RFn,225000
7920,6,1920,1950,0.0,0,319,1035,371,1406,1,6,0,,0,0,0,144,89500,None,TA,TA,Fa,,89500
12342,4,1940,1950,0.0,262,861,861,0,861,1,4,0,1961.0,2,539,158,0,82500,None,TA,TA,TA,Unf,82500
12378,9,2003,2004,0.0,1274,1896,1944,0,1944,2,8,3,2003.0,3,708,208,175,360000,None,Gd,Ex,Ex,Fin,360000
7685,6,1993,1994,112.0,518,697,697,804,1501,2,6,1,1993.0,2,420,190,63,165600,BrkFace,TA,Gd,Gd,Fin,165600
8000,6,1948,2002,0.0,680,972,972,0,972,1,5,1,1948.0,1,240,0,0,132000,None,TA,TA,TA,Unf,132000
7800,5,1939,1950,0.0,507,793,793,325,1118,1,5,1,1939.0,2,410,0,0,119900,None,TA,Gd,TA,Unf,119900
215245,7,1965,1965,0.0,1236,2136,2036,0,2036,2,8,2,1965.0,2,513,0,0,375000,None,TA,Gd,TA,RFn,375000
9600,7,1925,1990,0.0,16,728,832,809,1641,1,6,1,1925.0,2,546,0,0,178000,None,TA,TA,Ex,Unf,178000
7795,7,2004,2005,0.0,425,716,716,716,1432,2,6,1,2004.0,2,432,100,51,188500,None,Gd,Gd,Gd,Fin,188500
13005,7,1980,1980,278.0,692,845,1153,1200,2353,2,10,1,1983.0,2,484,288,195,260000,BrkFace,Gd,Gd,Ex,RFn,260000
9000,8,2006,2006,0.0,0,1088,1088,871,1959,2,8,1,2006.0,3,1025,208,46,270000,None,Gd,Gd,Gd,RFn,270000
9900,7,1993,1993,256.0,987,1347,1372,1274,2646,2,9,1,1993.0,3,656,340,60,260000,BrkFace,Gd,Gd,Gd,RFn,260000
14115,7,1980,1980,225.0,1036,1372,1472,0,1472,2,6,2,1980.0,2,588,233,48,187500,BrkFace,TA,Gd,TA,Unf,187500
16259,9,2006,2006,370.0,0,1249,1249,1347,2596,3,9,0,2006.0,3,840,240,154,342643,Stone,TA,Ex,Gd,RFn,342643
12099,8,2004,2004,388.0,970,1136,1136,1332,2468,2,10,1,2004.0,3,872,184,154,354000,BrkFace,Gd,Ex,Gd,Fin,354000
10380,7,1986,1987,172.0,28,1502,1553,1177,2730,2,8,1,1987.0,2,576,201,96,301000,BrkFace,Gd,TA,Gd,Fin,301000
5820,3,1955,2005,0.0,256,1162,1163,0,1163,1,6,0,1955.0,1,220,142,98,126175,None,TA,TA,TA,Unf,126175
11275,7,1967,2007,300.0,0,710,1898,1080,2978,2,11,1,1961.0,2,564,240,0,242000,BrkFace,Gd,Gd,Gd,Fin,242000
5000,5,1941,1950,0.0,116,720,803,0,803,1,5,0,1941.0,2,360,0,0,87000,None,TA,TA,TA,Unf,87000
10846,8,1993,1993,0.0,1619,1719,1719,0,1719,1,6,2,1993.0,2,473,122,30,324000,None,Gd,Gd,Gd,Fin,324000
11600,6,1960,1960,175.0,565,1383,1383,0,1383,1,7,0,1960.0,1,292,0,45,145250,BrkFace,TA,TA,TA,RFn,145250
11888,6,1916,1994,0.0,0,844,1445,689,2134,2,10,0,1930.0,2,441,0,60,214500,None,TA,TA,Gd,Unf,214500
6402,5,1920,1950,0.0,0,596,596,596,1192,1,6,0,1920.0,1,189,0,0,78000,None,TA,TA,TA,Unf,78000
10624,5,1964,1964,84.0,40,1728,1728,0,1728,2,10,0,2002.0,1,352,155,0,119000,BrkFace,TA,TA,TA,Unf,119000
8176,5,1958,1992,0.0,846,1056,1056,0,1056,1,6,0,1958.0,1,308,0,0,139000,None,TA,TA,TA,RFn,139000
10655,8,2003,2004,296.0,1124,3206,1629,0,1629,2,7,1,2003.0,3,880,0,0,284000,BrkFace,Gd,Gd,Gd,RFn,284000
8198,7,2004,2004,146.0,720,1358,1358,0,1358,2,6,1,2004.0,2,484,192,30,207000,Stone,Gd,Gd,Gd,RFn,207000
9042,6,1998,1998,0.0,828,943,943,695,1638,2,7,2,1998.0,2,472,100,38,192000,None,TA,Gd,TA,Fin,192000
164660,5,1965,1965,0.0,1249,1499,1619,167,1786,2,7,2,1965.0,2,529,670,0,228950,None,TA,TA,TA,Fin,228950
14157,9,2005,2006,200.0,1249,1922,1922,0,1922,2,8,1,2005.0,3,676,178,51,377426,Stone,Gd,Ex,Gd,Fin,377426
9135,7,2002,2003,113.0,810,1536,1536,0,1536,2,7,0,2002.0,2,532,192,74,214000,BrkFace,Gd,Gd,Gd,RFn,214000
14145,7,1984,1998,0.0,213,1208,1621,0,1621,2,8,0,1984.0,2,440,108,45,202500,None,Gd,Gd,Gd,RFn,202500
12400,6,1958,1998,176.0,585,1215,1215,0,1215,1,6,0,1958.0,1,297,0,0,155000,BrkFace,TA,TA,TA,Unf,155000
14191,8,2002,2002,0.0,0,967,993,915,1908,2,9,0,2002.0,2,431,135,0,202900,None,Gd,Gd,Gd,Fin,202900
8400,4,1950,1950,0.0,0,721,841,0,841,1,4,0,1950.0,1,294,250,0,82000,None,Fa,TA,TA,Unf,82000
8544,3,1949,1950,340.0,0,0,1040,0,1040,2,6,0,1949.0,2,400,0,0,87500,BrkFace,TA,,TA,Unf,87500
8849,9,2005,2005,616.0,28,1684,1684,0,1684,2,6,1,2005.0,2,564,495,72,266000,BrkFace,Ex,Ex,Ex,RFn,266000
2592,5,1976,1976,0.0,129,536,536,576,1112,1,4,0,1976.0,1,336,182,0,85000,None,TA,Gd,TA,Unf,85000
6435,6,1939,1950,0.0,0,972,972,605,1577,1,6,1,1939.0,1,312,0,0,140200,None,TA,TA,Fa,Unf,140200
12772,6,1960,1998,0.0,498,958,958,0,958,1,5,0,1960.0,1,301,0,0,151500,None,TA,TA,TA,RFn,151500
17600,6,1960,1960,30.0,1270,1478,1478,0,1478,2,6,2,1960.0,2,498,0,40,157500,BrkFace,TA,TA,TA,Unf,157500
2448,7,2003,2004,106.0,573,764,764,862,1626,2,6,0,2003.0,2,474,0,27,154000,Stone,Gd,Gd,Gd,RFn,154000
20431,9,2005,2006,870.0,1410,1848,1848,880,2728,2,10,2,2006.0,3,706,0,0,437154,BrkFace,Ex,Ex,Ex,Fin,437154
7820,9,2007,2007,362.0,0,1869,1869,0,1869,2,6,1,2007.0,2,617,210,54,318061,BrkFace,Ex,Ex,Ex,RFn,318061
5271,7,1986,1986,0.0,1082,1453,1453,0,1453,1,6,1,1986.0,2,445,0,80,190000,None,TA,Gd,Gd,RFn,190000
9084,5,1941,1950,0.0,236,616,616,495,1111,1,5,0,1941.0,1,200,48,0,95000,None,TA,TA,TA,Unf,95000
8520,6,1928,2003,0.0,0,624,720,0,720,1,5,0,2005.0,2,484,106,0,105900,None,TA,TA,TA,Unf,105900
8400,6,1940,2000,0.0,388,940,1192,403,1595,1,6,2,1940.0,1,240,0,0,140000,None,TA,TA,TA,Unf,140000
11249,6,1995,1995,0.0,334,1200,1200,0,1200,2,6,0,1995.0,2,521,0,26,177500,None,Gd,Gd,Gd,RFn,177500
9248,6,1992,1992,106.0,560,1158,1167,0,1167,2,6,0,1992.0,2,400,120,26,173000,BrkFace,TA,Gd,Gd,RFn,173000
4224,5,1976,1976,0.0,874,1142,1142,0,1142,1,6,1,1976.0,2,528,536,90,134000,None,TA,Gd,TA,Fin,134000
6930,5,1958,1958,120.0,300,1062,1352,0,1352,1,6,0,1958.0,1,288,168,0,130000,BrkFace,TA,TA,Gd,Unf,130000
12011,8,1998,1998,530.0,956,1086,1086,838,1924,2,7,1,1998.0,2,592,208,75,280000,BrkFace,Gd,Gd,Gd,RFn,280000
7540,6,1978,1978,0.0,773,888,912,0,912,1,5,1,1978.0,2,470,0,0,156000,None,TA,Gd,TA,RFn,156000
9144,5,1940,1982,0.0,399,883,988,517,1505,1,8,0,1940.0,1,240,0,0,145000,None,TA,TA,TA,Unf,145000
7301,7,2003,2003,500.0,0,0,495,1427,1922,3,7,1,2003.0,2,672,0,0,198500,BrkFace,Gd,,Gd,RFn,198500
1680,6,1972,2007,510.0,162,483,483,504,987,1,5,0,1972.0,1,264,250,0,118000,BrkFace,TA,TA,Gd,Unf,118000
18800,6,1976,1976,120.0,712,796,790,784,1574,2,6,1,1976.0,2,566,306,111,190000,BrkFace,TA,Gd,TA,Fin,190000
10690,5,1920,1997,0.0,456,672,672,672,1344,1,6,0,1964.0,1,468,0,128,147000,None,TA,TA,TA,Unf,147000
9500,6,1963,1963,247.0,609,1394,1394,0,1394,1,6,2,1963.0,2,514,0,76,159000,BrkFace,TA,Gd,TA,RFn,159000
9150,6,1962,1962,305.0,371,1099,1431,0,1431,1,6,1,1962.0,1,296,64,110,165000,BrkFace,TA,Gd,TA,RFn,165000
7800,5,1954,1954,200.0,540,1268,1268,0,1268,1,7,1,1954.0,1,244,0,98,132000,BrkFace,TA,TA,TA,Fin,132000
9830,5,1959,2006,0.0,72,1063,1287,0,1287,1,7,1,1997.0,2,576,364,17,162000,None,TA,TA,Gd,Fin,162000
8121,6,2000,2000,0.0,0,953,953,711,1664,2,7,1,2000.0,2,460,100,40,172400,None,TA,Gd,TA,RFn,172400
17120,4,1959,1959,0.0,0,0,1120,468,1588,2,7,1,1991.0,2,680,0,59,134432,None,TA,,TA,Fin,134432
7175,6,1984,1984,0.0,623,744,752,0,752,1,4,0,1984.0,1,264,353,0,125000,None,TA,Gd,TA,Unf,125000
10634,5,1953,1953,0.0,428,608,1319,0,1319,1,5,0,1953.0,1,270,66,0,123000,None,TA,TA,TA,Unf,123000
8200,7,2003,2004,0.0,0,847,847,1081,1928,2,8,1,2003.0,2,434,100,48,219500,None,Gd,Gd,Gd,Fin,219500
10020,1,1922,1950,0.0,350,683,904,0,904,0,4,0,,0,0,0,0,61000,None,Fa,Fa,Fa,,61000
8846,5,1996,1996,0.0,298,870,914,0,914,1,5,0,1998.0,2,576,0,0,148000,None,Gd,Gd,TA,Unf,148000
11143,8,2004,2005,0.0,0,1580,1580,886,2466,3,8,1,2004.0,2,610,159,214,340000,None,Gd,Gd,Gd,RFn,340000
11394,9,2010,2010,350.0,1445,1856,1856,0,1856,1,8,1,2010.0,3,834,113,0,394432,Stone,Gd,Ex,Ex,Fin,394432
8123,6,2000,2000,16.0,0,982,1007,793,1800,2,7,1,2000.0,2,463,100,63,179000,BrkFace,TA,Gd,TA,Fin,179000
5000,5,1924,1950,0.0,218,1026,1026,665,1691,2,6,1,1924.0,1,308,0,0,127000,None,TA,TA,Gd,Unf,127000
7200,7,2006,2006,0.0,0,1293,1301,0,1301,2,5,1,2006.0,2,572,216,121,187750,None,Gd,Gd,Gd,RFn,187750
9245,7,2006,2006,0.0,0,939,939,858,1797,2,8,0,2006.0,2,639,144,53,213500,None,Gd,Gd,Gd,RFn,213500
9000,6,1928,1950,0.0,0,784,784,0,784,1,5,0,1950.0,2,360,0,0,76000,None,TA,Fa,TA,Unf,76000
53107,6,1992,1992,0.0,985,1580,1079,874,1953,2,9,2,1992.0,2,501,216,231,240000,None,Gd,Gd,Gd,Fin,240000
3182,8,2004,2005,16.0,24,1256,1269,0,1269,2,6,1,2004.0,2,430,146,20,192000,BrkFace,Gd,Gd,Gd,Fin,192000
8410,5,1910,1996,0.0,0,658,658,526,1184,1,8,0,,0,0,0,151,81000,None,TA,TA,TA,,81000
7200,6,1976,1976,255.0,631,1041,1125,0,1125,1,6,1,1977.0,1,352,296,0,125000,BrkFace,TA,TA,TA,Unf,125000
9382,7,1999,2000,125.0,0,1468,1479,0,1479,2,6,0,1999.0,2,577,120,25,191000,BrkFace,Gd,Gd,Gd,RFn,191000
12474,10,2007,2008,272.0,1280,1682,1742,590,2332,2,9,1,2008.0,3,846,196,134,426000,Stone,Ex,Ex,Ex,Fin,426000
8405,5,1900,1950,0.0,241,861,961,406,1367,1,7,0,1978.0,1,384,0,130,119000,None,TA,TA,TA,Unf,119000
12209,6,2001,2002,0.0,690,804,804,1157,1961,2,7,1,2001.0,2,560,125,192,215000,None,TA,Ex,Gd,Fin,215000
8339,5,1959,1959,0.0,0,0,882,0,882,1,5,0,1959.0,1,294,0,0,106500,None,TA,,TA,RFn,106500
